test_hours,seed,cash_profit,energy_market_cash_flow,modeled_degradation_cost,terminal_soc_mwh,inventory_adjusted_profit,annualized_adjusted_profit,equivalent_full_cycles,max_cash_drawdown,case,policy,selected_bins,oracle_efficiency_percent,mean_daily_cash_advantage_hour_minus_policy,daily_advantage_block_ci95_lower,daily_advantage_block_ci95_upper,daily_advantage_block_days,daily_advantage_bootstrap_replications
5256,18,3029584.889194004,4025523.6431086427,995938.7539146387,0.0,3019822.857873262,5033038.096455437,201.0,32133.37138112262,Synthetic seed 18,Seasonal autoregressive 24-hour MPC,20,72.97082568218919,-1294.2513607748917,-2072.7624025787413,-559.6619822925229,7,5000
5256,18,2213525.094269152,2697720.3248430733,484195.23057392164,0.0,2203763.06294841,3672938.4382473496,99.2,17920.743994513177,Synthetic seed 18,Training-quantile threshold,20,53.25160377933822,2432.0490726719217,1793.4576639836027,3097.4116648208646,7,5000
5256,18,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 18,Idle,20,-0.005080227256186729,12540.42959444887,11227.609156420534,13944.616381789989,7,5000
5256,18,4148159.575327626,5300002.050885101,1151842.475557475,0.0,4138397.544006884,6897329.240011473,240.2,39570.58478441392,Synthetic seed 18,Perfect-foresight upper bound,20,100.0,-6401.898329421569,-7423.514822913723,-5340.684246492716,7,5000
5256,19,2812260.7429705868,3582598.126795019,770337.383824432,0.0,2802353.6938648582,4670589.489774764,163.8,24119.712766890065,Synthetic seed 19,Hour-aware finite-horizon MDP,16,64.68719997016233,0.0,0.0,0.0,7,5000
5256,19,2235824.1495789494,2697533.600036358,461709.45045740844,100.0,2230870.625026085,3718117.708376808,103.5,20201.38257229468,Synthetic seed 19,Price-only finite-horizon MDP,16,51.49556051563225,2632.1305634321366,1913.593498563752,3285.9483832687188,7,5000
5256,19,3094946.523353659,4032145.5315256715,937199.0081720122,0.0,3085039.4742479306,5141732.457079885,191.8,30675.581323273014,Synthetic seed 19,Seasonal autoregressive 24-hour MPC,16,71.21248321488434,-1290.802650151013,-2114.629943497213,-471.883884907964,7,5000
5256,19,2244578.453445044,2743406.719453518,498828.2660084742,0.0,2234671.4043393154,3724452.3405655255,101.8,19154.63719792245,Synthetic seed 19,Training-quantile threshold,16,51.58329454150331,2592.156573175997,1761.0103220070832,3390.810965471583,7,5000
5256,19,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 19,Idle,16,-0.004853005154738603,12842.333255573458,11356.20455565334,14449.996608017964,7,5000
5256,19,4342068.1183087155,5510154.631176343,1168086.512867627,0.0,4332161.069202987,7220268.448671645,246.2,26979.507161115296,Synthetic seed 19,Perfect-foresight upper bound,16,100.0,-6985.421805196933,-8057.905214341184,-5917.024175167542,7,5000
5256,20,3175604.20404063,3978728.8045661324,803124.6005255026,100.0,3170725.403982901,5284542.339971501,165.1,22459.91012437176,Synthetic seed 20,Hour-aware finite-horizon MDP,20,65.00145134068467,0.0,0.0,0.0,7,5000
5256,20,2834313.466960243,3411594.640851279,577281.173891036,0.0,2824555.8668447854,4707593.111407976,122.4,18431.179713528138,Synthetic seed 20,Price-only finite-horizon MDP,20,57.90480326903352,1558.4051921478854,956.2360381855824,2138.663388183806,7,5000
5256,20,3428805.2742627296,4417003.858497512,988198.584234782,0.0,3419047.674147272,5698412.790245453,197.8,28120.882295334246,Synthetic seed 20,Seasonal autoregressive 24-hour MPC,20,70.09218166397973,-1156.1692704205473,-1836.140065542839,-471.5049633604273,7,5000
5256,20,2765885.9108176176,3304205.923806643,538320.012989025,200.0,2765885.9108176176,4609809.851362696,108.8,18443.624606227502,Synthetic seed 20,Training-quantile threshold,20,56.70203992438389,1870.8597864064463,1083.5071766394456,2658.268261630386,7,5000
5256,20,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 20,Idle,20,-0.004310024801485218,14501.435817537122,12928.747709875866,16172.888825300162,7,5000
5256,20,4882808.967131292,6050952.794195756,1168143.8270644636,100.0,4877930.167073564,8129883.611789272,243.7,37413.72909016232,Synthetic seed 20,Perfect-foresight upper bound,20,100.0,-7795.455539226776,-9190.182547649645,-6515.164763466424,7,5000
5256,21,2907308.7179088816,3689294.174944752,781985.4570358696,0.0,2897612.9449204677,4829354.908200779,163.2,23225.48633560445,Synthetic seed 21,Hour-aware finite-horizon MDP,24,60.15845961775672,0.0,0.0,0.0,7,5000
5256,21,2484699.175013141,3043800.7180532217,559101.5430400808,0.0,2475003.402024727,4125005.6700412114,117.4,19408.643677316606,Synthetic seed 21,Price-only finite-horizon MDP,24,51.384499946938824,1929.7239401632014,1345.0832631993042,2507.2916506282313,7,5000
5256,21,3188691.8457965823,4135939.799094964,947247.9532983808,100.0,3183843.9593023756,5306406.598837293,190.7,28123.529697418213,Synthetic seed 21,Seasonal autoregressive 24-hour MPC,24,66.10101207295227,-1284.8544652406424,-2133.8058898970535,-438.2074166329607,7,5000
5256,21,2362970.0615271796,2908330.326465076,545360.264937896,0.0,2353274.2885387656,3922123.814231276,110.4,18063.212336842436,Synthetic seed 21,Training-quantile threshold,24,48.85723488526527,2485.564641012338,1756.0193911532053,3276.850816066047,7,5000
5256,21,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 21,Idle,24,-0.004364873704822683,13276.342273556538,11656.74455222406,15010.409971781788,7,5000
5256,21,4821482.094437243,6005225.720763566,1183743.6263263223,100.0,4816634.207943036,8027723.67990506,249.3,27452.6776680639,Synthetic seed 21,Perfect-foresight upper bound,24,100.0,-8740.517701042752,-10198.560709672025,-7307.432493403181,7,5000
5256,22,2814324.252294519,3628418.217594173,814093.9652996534,500.0,2828855.5263992283,4714759.210665381,170.3,22601.00415299111,Synthetic seed 22,Hour-aware finite-horizon MDP,20,65.82768884049979,0.0,0.0,0.0,7,5000
5256,22,2319715.987709146,2843822.661013548,524106.6733044015,500.0,2334247.2618138553,3890412.1030230923,115.5,18851.404064052098,Synthetic seed 22,Price-only finite-horizon MDP,20,54.31811592833738,2258.4852264172278,1739.563812834923,2782.978778468394,7,5000
5256,22,3138122.6176622836,4136973.55135421,998850.9336919265,500.0,3152653.891766993,5254423.152944988,200.3,31628.695546749048,Synthetic seed 22,Seasonal autoregressive 24-hour MPC,20,73.36250206923432,-1478.531348711254,-2219.8743135431837,-707.9377626190559,7,5000
5256,22,2382455.2696739435,2945336.87995244,562881.6102784963,400.0,2392142.7857437497,3986904.642906249,114.4,18582.798178050667,Synthetic seed 22,Training-quantile threshold,20,55.66534928788822,1972.0044868519421,1300.0165897782854,2624.1163705055133,7,5000
5256,22,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 22,Idle,20,-0.004892301205442871,12851.75567257771,11540.93352265771,14189.43474052795,7,5000
5256,22,4287676.672506725,5449489.2840409875,1161812.611534262,400.0,4297364.188576532,7162273.647627553,241.8,50985.79302051733,Synthetic seed 22,Perfect-foresight upper bound,20,100.0,-6727.636621973549,-7780.465175381488,-5747.761948671337,7,5000
5256,23,2782051.499731124,3588192.729240083,806141.2295089588,0.0,2772302.324578205,4620503.874297009,168.4,23697.839381404105,Synthetic seed 23,Hour-aware finite-horizon MDP,20,65.56137485759885,0.0,0.0,0.0,7,5000
5256,23,2345703.019899655,2881354.5814498607,535651.5615502052,0.0,2335953.8447467363,3893256.4079112276,113.2,19918.522236827295,Synthetic seed 23,Price-only finite-horizon MDP,20,55.24229601791029,1992.458812015837,1491.7079217053745,2481.8031007191084,7,5000
5256,23,3059298.8020895235,4056097.5512173893,996798.749127866,0.0,3049549.6269366047,5082582.711561007,201.4,28907.21197237959,Synthetic seed 23,Seasonal autoregressive 24-hour MPC,20,72.11791602449435,-1265.9694171616432,-1899.3670456402056,-612.5113952592347,7,5000
5256,23,2258021.185129006,2773781.4656378548,515760.2805088485,0.0,2248272.009976087,3747120.0166268116,102.4,18410.926705248305,Synthetic seed 23,Training-quantile threshold,20,53.168733698737476,2392.8324867676606,1663.6372375507892,3184.75813979452,7,5000
5256,23,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 23,Idle,20,-0.004971904877711595,12704.39150562157,11435.223789612322,14016.026676896076,7,5000
5256,23,4238309.559372627,5389756.713340597,1151447.1539679691,0.0,4228560.384219709,7047600.640366181,244.4,27842.524940732867,Synthetic seed 23,Perfect-foresight upper bound,20,100.0,-6649.580181011433,-7668.14772825474,-5702.9496951548645,7,5000
5256,24,2579092.9826296004,3330927.5109150615,751834.528285461,200.0,2579092.9826296004,4298488.304382668,157.2,21975.200548586436,Synthetic seed 24,Hour-aware finite-horizon MDP,20,59.48925786390863,0.0,0.0,0.0,7,5000
5256,24,2223102.42604894,2723782.1147390557,500679.68869011506,300.0,2227933.693481134,3713222.8224685565,106.3,19263.434641499538,Synthetic seed 24,Price-only finite-horizon MDP,20,51.38943143494418,1625.5276556194526,1076.7463935449096,2119.67096776317,7,5000
5256,24,3046372.1901416243,4005705.5777780795,959333.3876364545,100.0,3041540.9227094306,5069234.871182384,194.7,29277.834164068103,Synthetic seed 24,Seasonal autoregressive 24-hour MPC,20,70.15606396253673,-2133.6950114704296,-2657.261291030855,-1591.8950900959546,7,5000
5256,24,2181055.9678703593,2659289.5940534193,478233.62618305994,0.0,2171393.4330059714,3618989.0550099523,97.0,18220.77858950547,Synthetic seed 24,Training-quantile threshold,20,50.085275998225455,1817.520615339002,920.0490284940847,2671.6287879522365,7,5000
5256,24,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 24,Idle,20,-0.004849387617097927,11777.640285979911,10318.052694186057,13399.605222125309,7,5000
5256,24,4340224.03452587,5497896.205859015,1157672.1713331444,100.0,4335392.767093676,7225654.611822793,242.5,31166.78357536299,Synthetic seed 24,Perfect-foresight upper bound,20,100.0,-8041.69430089621,-9412.530879044494,-6718.3487819996135,7,5000
5256,25,3082056.603594144,3895972.718068375,813916.1144742307,100.0,3077183.757822165,5128639.596370274,166.7,22935.514713485027,Synthetic seed 25,Hour-aware finite-horizon MDP,16,66.99828832882838,0.0,0.0,0.0,7,5000
5256,25,2453335.773648966,2939917.6420155796,486581.86836661346,100.0,2448462.927876987,4080771.5464616455,105.9,18586.891905459343,Synthetic seed 25,Price-only finite-horizon MDP,16,53.3094017500108,2870.871369612685,2309.9710741176855,3468.965565198983,7,5000
5256,25,3350775.9583488163,4358208.070987487,1007432.1126386712,0.0,3341030.2668048586,5568383.778008098,202.2,29159.948824010324,Synthetic seed 25,Seasonal autoregressive 24-hour MPC,16,72.74291259393505,-1227.0290171446206,-1884.418680962464,-563.741947351832,7,5000
5256,25,2316596.3574905423,2801534.6568293404,484938.29933879786,0.0,2306850.6659465847,3844751.1099109743,96.2,18403.40054291149,Synthetic seed 25,Training-quantile threshold,16,50.226134742769894,3495.2522653132514,2695.48606530551,4293.495861771665,7,5000
5256,25,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 25,Idle,16,-0.004577471235654074,14074.277824630795,12349.60252723895,15976.362306876246,7,5000
5256,25,4602674.607457915,5769577.504743278,1166902.8972853625,0.0,4592928.915913957,7654881.526523262,243.6,28246.07516873814,Synthetic seed 25,Perfect-foresight upper bound,16,100.0,-6943.461204857402,-8074.011068842433,-5817.5896394110705,7,5000
5256,26,2813831.345475145,3613345.515481592,799514.1700064472,0.0,2804127.13881647,4673545.231360783,167.4,22310.407656167168,Synthetic seed 26,Hour-aware finite-horizon MDP,20,67.54616531165645,0.0,0.0,0.0,7,5000
5256,26,2354805.329242122,2908645.033918382,553839.7046762604,0.0,2345101.1225834466,3908501.8709724112,120.4,19617.82563763694,Synthetic seed 26,Price-only finite-horizon MDP,20,56.4890892092108,2096.0092065434865,1641.8967349902914,2526.117211280688,7,5000
5256,26,3041947.9007142135,4044056.3925849036,1002108.4918706906,0.0,3032243.694055538,5053739.490092563,202.4,30465.767639515456,Synthetic seed 26,Seasonal autoregressive 24-hour MPC,20,73.0410654312734,-1041.6281061144657,-1900.2008745768453,-199.18785570993566,7,5000
5256,26,2261134.9126015,2757926.317739567,496791.4051380667,0.0,2251430.7059428245,3752384.509904708,101.4,17726.86071587546,Synthetic seed 26,Training-quantile threshold,20,54.23274449515135,2523.7280039892494,1761.2105673549001,3307.781961527567,7,5000
5256,26,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 26,Idle,20,-0.005064287420689628,12849.504956507513,11391.408575009282,14384.732883439052,7,5000
5256,26,4161127.3494504113,5322402.604651285,1161275.2552008743,0.0,4151423.142791736,6919038.57131956,244.4,43694.57526602416,Synthetic seed 26,Perfect-foresight upper bound,20,100.0,-6152.036547832263,-7019.4410116310855,-5296.198452545793,7,5000
5256,27,2558610.6555198235,3318142.145210184,759531.4896903606,100.0,2553677.236557357,4256128.727595595,158.3,22830.510001448914,Synthetic seed 27,Hour-aware finite-horizon MDP,16,60.11590789981346,0.0,0.0,0.0,7,5000
5256,27,1926033.8806094904,2345916.447817782,419882.56720829126,100.0,1921100.4616470237,3201834.1027450394,91.7,19742.448992941296,Synthetic seed 27,Price-only finite-horizon MDP,16,45.22446954743321,2888.4784242480973,2360.7513708646297,3402.3680921687433,7,5000
5256,27,2944836.0427354667,3924130.3137445394,979294.2710090732,100.0,2939902.623773,4899837.706288333,197.5,32099.149121932685,Synthetic seed 27,Seasonal autoregressive 24-hour MPC,16,69.20800829294154,-1763.586242993801,-2375.48328633439,-1142.9533053455873,7,5000
5256,27,1976689.2701508119,2452355.5248740674,475666.2547232555,0.0,1966822.4322258784,3278037.3870431306,96.2,18621.31042882963,Synthetic seed 27,Training-quantile threshold,16,46.30080673404723,2657.1752756575875,2014.0134344109795,3295.3163768186505,7,5000
5256,27,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 27,Idle,16,-0.004949242721799585,11684.113678172711,10493.837552387666,12851.752034857185,7,5000
5256,27,4252856.016776682,5406384.925103264,1153528.9083265823,100.0,4247922.597814215,7079870.996357025,242.7,43649.82593183941,Synthetic seed 27,Perfect-foresight upper bound,16,100.0,-7736.28018838748,-8820.027901404399,-6694.0275752584785,7,5000
5256,28,2520597.829564891,3276999.0171750244,756401.1876101334,300.0,2525443.600188124,4209072.666980206,159.3,23525.062064736616,Synthetic seed 28,Hour-aware finite-horizon MDP,20,59.69543603222432,0.0,0.0,0.0,7,5000
5256,28,2036247.8769491538,2518226.3019134956,481978.4249643417,300.0,2041093.647572387,3401822.7459539785,106.9,17718.257751228317,Synthetic seed 28,Price-only finite-horizon MDP,20,48.246563599900036,2211.6436192499405,1654.9292422233734,2781.9770396254717,7,5000
5256,28,2852010.913942219,3816820.2010305156,964809.2870882957,300.0,2856856.6845654524,4761427.807609087,194.7,29025.39924763376,Synthetic seed 28,Seasonal autoregressive 24-hour MPC,20,67.52924731877027,-1513.3017551476205,-2195.955336844923,-838.753740262328,7,5000
5256,28,2092885.5114190262,2618273.1426212406,525387.6312022144,200.0,2092885.5114190262,3488142.5190317105,107.8,17898.1325304762,Synthetic seed 28,Training-quantile threshold,20,49.4707991738073,1953.0242837710703,1265.509694866556,2664.6081148557896,7,5000
5256,28,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 28,Idle,20,-0.004969569888822677,11510.539130433288,10495.89074011399,12628.407784590689,7,5000
5256,28,4225701.433730645,5378185.335636938,1152483.9019062924,300.0,4230547.204353878,7050912.007256464,241.9,33960.72532182047,Synthetic seed 28,Perfect-foresight upper bound,20,100.0,-7785.8612062363245,-8959.28322276416,-6655.185650470788,7,5000
5256,29,2622124.349522432,3396169.9870035225,774045.6374810903,0.0,2612362.68890152,4353937.814835866,160.8,22199.163758703507,Synthetic seed 29,Hour-aware finite-horizon MDP,20,60.9884075064832,0.0,0.0,0.0,7,5000
5256,29,2151193.950553837,2667214.4163419027,516020.46578806546,0.0,2141432.2899329253,3569053.816554875,110.4,20117.305484457873,Synthetic seed 29,Price-only finite-horizon MDP,20,49.99403249052228,2150.367118578058,1642.1115445716016,2661.559017874576,7,5000
5256,29,2997492.1523045204,3979723.865718061,982231.7134135407,0.0,2987730.4916836084,4979550.819472681,197.4,29139.786318524275,Synthetic seed 29,Seasonal autoregressive 24-hour MPC,20,69.75177126839392,-1714.0082318816806,-2418.8283421160077,-994.4219306237462,7,5000
5256,29,2051611.8508591936,2531833.378768421,480221.527909227,0.0,2041850.1902382816,3403083.650397136,97.2,18053.05426049675,Synthetic seed 29,Training-quantile threshold,20,47.66918161804179,2605.0799025718647,1815.6961380886294,3402.9989587989844,7,5000
5256,29,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 29,Idle,20,-0.004908278183820895,11974.130545764532,10712.43039404808,13255.751642961384,7,5000
5256,29,4293137.462200614,5450078.901565008,1156941.4393643944,0.0,4283375.801579702,7138959.669299503,244.0,27400.86477362225,Synthetic seed 29,Perfect-foresight upper bound,20,100.0,-7630.196861544208,-8903.380105303157,-6369.8020614864445,7,5000
